trash,Font,Text,num
5412,253.0,"""Chrono Regular""","“It’s pretty, pretty thrilling,” says Dave. “I am just blown away that this weird dream we had suddenly became like… here we are on the other side of the world in a factory making it happen.”",
5413,254.0,"""Chrono Regular""","“It’s an iterative process,” says Steven N. “You start with your first prototype, ok, we’ve proved the concept. We can do the thing. Then we make something in roughly the form that it’s going to be. And then we all sit down and evaluate if we all like what’s going on, or what criticisms we have, we move to the next stage. With the Playdate project, there were many, many, many iterations just to get it to the point where everyone was pleased with what we had in our hands.”",
5414,255.0,"""Chrono Regular""","It was, at times, a frustrating process. Each iteration of Playdate seemed to bring up new problems to solve. Greg remembers one trip to the factory in October, 2018 that was, at first, a little demoralizing.",
5415,256.0,"""Chrono Regular""","“We got there and the units that had been produced for us, which were sort of test models, they both looked bad and the buttons didn’t work, and it was kind of a disaster. And we’d had previous units that worked great. And so I was like, ‘How did this happen?’ And it felt like we had taken about a nine-month step backwards. That said, when we started, you know, working at the problems, figuring out what was wrong, we figured out all these problems and we solved them. But it was at that point of despair when I kind of realized: you know what, I’m not going to be upset about this. I’m just going to take these problems as they come, and just accept that problems are part of the process, and just go with it, because hardware is tricky.”",
5416,257.0,"""Chrono Regular""","And so the iterations continued slowly and steadily, to avoid the nightmare scenario of a bug or an issue — and not just in a few test units, but in thousands of finished devices.",
5417,258.0,"""Chrono Regular""","“You don’t want to build thousands and have to fix it in thousands, right? So it’s about doing control runs,” says Steven N. “So it’s being very, very deliberate and disciplined about making ten, checking those ten. There’s a problem. Let’s fix that problem. Keep doing that until the ten are perfect.”",
5418,259.0,"""Chrono Regular""","“And then there’s another ten and there’s a different problem. And then you have to fix that problem,” says Jessica Nersesian, the half of the Metric Designworks duo who handles hardware QA.",
5419,260.0,"""Chrono Regular""","“And then increasing that quantity to twenty-five, do that for a few weeks,” continues Steven N. “And at each of those stages, being onsite was invaluable. To be able to be there and on the spot to be able to approve and advise and say, ‘yep, let’s go to the next stage. Let’s now try to build 50 and see how that goes.’ And as it scaled, we were able to help them refine their process and build confidence that they were doing the right thing.”",
5420,261.0,"""Chrono Regular""","“It’s not something that can be done remotely,” says Jessica. “If they send us pictures of something and say, ‘well, do you accept it?’ I can’t necessarily see it in the picture. I need to be onsite and actually inspecting, and that helps calibrate for them, what we find to be the level of quality that we’re looking for, because they know that I’ll see it and they won’t let it through.”",
5421,262.0,"""Chrono Regular""","Jessica has a wide-ranging job that focuses on quality assurance, she explains, “…through the whole process, both in connecting with what’s coming from the vendors, and then also, supporting each of the different operators in calibrating with what the standards are that Panic’s expecting to see, and then developing the QA process and training the quality assurance staff at the factory. And then I also help with setting up the line and other things, as needed. And within our partnership, I also try and focus on sustainability and research ways of getting a project ready for end of life. I actually come from kitchens. I used to set up lines for creating huge meals for a thousand people. So it’s very similar to setting up a factory line. In both instances, you’re taking components and then having to have everybody with the same high level of detail and focus.”",
5422,263.0,"""Chrono Regular""","“Every single part that the constitutes to Playdate is custom,” says Steven N.",
5423,264.0,"""Chrono Regular""","“So even something as simple as a screw,” continues Jessica, “you can’t just go onto a site, that we normally could, to say, ‘Okay, I just want that screw.’ Everything is being made from scratch.”",
5424,265.0,"""Chrono Regular""","“The components are packed in quite tightly. And so even for the screw, we needed the head of the screw to be a thinner dimension than what we could find off the shelf, we needed it not to be quite as long because then it would go and hit the LCD, right? So every single component is being made on a custom basis,” says Steven N.",
5425,266.0,"""Chrono Regular""","“We receive components,” says Jessica. “Part of the factory reviews every single component and sees that it’s quality. Then it goes to the line, and then: imagine you’re doing a crazy puzzle that is incredibly hard to put together, and you’re doing it with fifteen other people. And so, each person does a small component of this and then passes it to the next, and anyone who’s not at full calibration of what our quality is will pass on something else. And we don’t want it to get all the way to the end of the line and have to scrap the unit. So it goes through multiple checks, both in firmware, and visual inspection. And then it goes on to quality assurance. So it’s getting checked for minutes at a time, not just whether or not the crank moves, but that’s a big one. But every gap, we measure. Every millimeter along the edges of the device, we check for the amount of dots, we check for scratches. And each iteration of the different builds, we would have new things come up where sometimes the crank would sag, and before it never did that, or we would have a gap at the screen and it would never do that before. And so it’s a lot of the group getting together and trying to figure out how to resolve a new issue.”",
5426,267.0,"""Chrono Regular""","“There’s fifteen individual stations with templates and jigs that help things be aligned properly,” says Steven N. “The first one is checking the LCD to make sure the LCD lights up. The next one is gluing that LCD into the front housing. And that’s a different person, right, who’s manning that station, and whose job is to understand what is okay and what’s not okay. And so being there, we were able to work with each individual station and each individual person. And there are multiple people that run that station, depending what day it is. If one person’s sick, they need a backup, or… so it’s training all the individual people and sensitizing them for what we’re all looking for. So how do we make it as error-proof as possible?”",
5427,268.0,"""Chrono Regular""",The answer? A little at a time. ,
5428,269.0,"""Chrono Regular""","While adjustments to the assembly line and quality assurance tests continued to be worked out at S&O in Malaysia, Panic was hard at work back in Portland on the operating system (or OS) and the software development kit (or SDK). Basically, all of the various infrastructure that game developers would need to actually write a game and put it on a Playdate. ",
5429,270.0,"""Chrono Regular""","It’s been a collaborative process with a lot of different folks at Panic, with contributions from Shaun Inman on a tool called Caps (a web-based tool for creating and editing Playdate fonts), and Will Cosgrove, who built the Playdate simulator for Windows that developers use to run, test, and debug their games if they use a PC, and firmware and low-level OS work from Marc Jessome. But a lot of the work on the operating system and SDK was done by Dave Hayden and Dan Messing.",
5430,271.0,"""Chrono Regular""","“Dan Messing has done an incredible job on the operating system and on all the kind of user-facing apps, including the main launcher for Playdate,” says Greg. ",
5431,272.0,"""Chrono Regular""",Dan Messing is a software engineer at Panic. ,
5432,273.0,"""Chrono Regular""","“So I worked on a wide variety of things,” says Dan. “Everything from sort of the home screen to the Settings app, to a lot of different aspects of the SDK. So things like pathfinding and collision detection and some fun stuff like blurring [1-bit] images, and that’s actually a good example of collaboration, because I think I did the first implementation of blurring and dithering, and then Dave came along after and did a bunch of optimizations to it to make it faster on the hardware. A lot of it’s been stuff like that, where everybody touches something in one way or another. It definitely has evolved over time from the first sort of implementations where Dave figured out how to get a picture showing on the screen. I’d say it’s grown sort of in conjunction with the Season One games. So it was a good sort of feedback loop. As we were working on the Playdate OS, games were being developed for it. Either the Season One games, or just folks in the Playdate Developer Preview who had been working on games for awhile. So as people worked on games, it allowed us to develop the SDK sort of in a very focused way. People making the games, you know, asked us if there was a way to do something and we thought, ‘Oh, it would be good if we provided a way to do that, instead of making every game implement that thing on its own.’ One example would be the pathfinding algorithm. There was one game that needed it, and they were going to implement their own solution in Lua. But at the time I thought, ‘Oh, well, I’ll just do a C implementation because pathfinding is sort of a common thing for game developers to need. So, might as well build it into the firmware, make it faster for that developer, and available for all developers. And I think there were a lot of situations where things like that happened. When developing the SDK, we have to do a lot of API design for that.”",
5433,274.0,"""Chrono Regular""","API stands for “application programming interface.” In our case, it means standard ways for your code to tell the Playdate system what to do, like that pathfinding algorithm Dan mentioned.",
5434,275.0,"""Chrono Regular""","“And I think it was fortunate that I was so familiar with the Mac and iOS SDKs, like Cocoa and App Kit and everything, because I think they’re pretty nicely designed APIs. So that was good to sort of have that background of what works well and what doesn’t work well. So, I’ve been on the other side.”",
5435,276.0,"""Chrono Regular""",So has Dave… and recently. He said his experience with working with the SDK for the Bluetooth chip that Playdate uses has been an example of what not to do when designing our own SDK.,
5436,277.0,"""Chrono Regular""","“Bluetooth is kind of a many-headed Hydra sort of beast thingy,” says Dave. “There’s all these different layers to it and protocols and whatnot. And, the chip that we’re using on the Playdate… their code is not the most developer-friendly code I’ve ever used.”",
5437,278.0,"""Chrono Regular""","Of course, Dave found something fun in the Bluetooth implementation, somewhere.",
5438,279.0,"""Chrono Regular""","“Fun? Nothing. There’s absolutely no joy in it at all. I’m not kidding. It is almost the most soul-draining thing I’ve ever done. Working with the SDK is, oh God, it just kills… I mean, oh… Yeah. I could I could I could give you lots of complaints, but I don’t like to complain. Ha, right.”",
5439,280.0,"""Chrono Regular""","Uhh, so… it was good to keep the Playdate game developer in mind when developing our own SDK. We didn’t want anyone to have a bad experience developing a game for Playdate! And like Playdate itself, the OS and the SDK get their own quality assurance process.",
5440,281.0,"""Chrono Regular""","“Ashur Cabrera has been doing an incredible job on QA, getting these releases of our software development kit out in a timely fashion,” says Greg. “That’s been a huge deal, because we have developers that rely on this software. It has to work. We don’t want it to break any of the old software, any of the old games that are out there. It has to work every single time. And so, he’s done an incredible job, making sure that it’s reliable.”",
5441,282.0,"""Chrono Regular""","SDK reliability is key, because every single Playdate is also a developer unit. The SDK is still in a limited preview now, but eventually it will be available for free for anyone who wants to use it to make a game for Playdate. No pressure, Dan!",
5442,283.0,"""Chrono Regular""","“It’s interesting being on the side of making an SDK for people to use, and trying to think about it in a way that makes their life easier,” says Dan. “A lot of the stuff that I’m thinking about is how to make the people that are using the software have a good time, and coming up with ways to make it easy to use, and all that stuff is consistent.”",
5443,284.0,"""Chrono Regular""",And speaking of consistency: every operating system has to have its own internally-consistent interface grammar. ,
5444,285.0,"""Chrono Regular""","The design of things like system settings, menus, input fields, and buttons may not be the first thing that comes to mind when you think of a particular device, but that kind of base-level design not only gives different systems their own identity, it’s crucial to get right, so that users can quickly learn how to use the device and know what to expect with each interaction.",
5445,286.0,"""Chrono Regular""",Neven designed the Playdate OS. ,
5446,287.0,"""Chrono Regular""","“We went through a bunch of different ideas,” he says.",
5447,288.0,"""Chrono Regular""","Hey look, another iterative process!",
5448,289.0,"""Chrono Regular""","“One thing we realized early on and that we felt strongly about is that this is not like a smartphone,” Neven says. “It is not going to have a persistent status bar that shows you your WiFi network strength and such, because those are not as important in a device that, you know, you don’t use for a million things a day, you use it to play games. So a big focus for me was that this is a device that gets you to playing the next game that you want to play, and kind of stays out of your way. Now, when I say it stays out of your way, that doesn’t mean that it’s dry and has no personality. You know, there are times when you have to use the OS, you have to connect to WiFi, you have to change something in Settings.You have to choose the game that you’re going to play or install. So we tried to make that part fun. One thing is we have that crank and so, it’s not so much that we use it a lot in the OS, but a lot of ideas around how the OS is designed were made so as to, kind of, speak to the crank.”",
5449,290.0,"""Chrono Regular""","I want a shirt that says, “Speak to the Crank.”",
5450,291.0,"""Chrono Regular""","“I try to avoid having grids of buttons and things that look touchable,” Neven continues. “I mean, you know on some level that the Playdate does not have a touchscreen, but still your lizard brain wants to touch it. So I try to instead have lists of things that scroll up and down. So the main launcher where you find, you know, all of your games, is this like linear list that you’re scrolling through of the games, and you can use the crank to scroll through it. Every game’s launcher art—you know, think of that as like the icon on your phone—can be animated. So when you’re on it, it can be animated. When you launch the app, there can be like an animation into the app and, you know, and the sound follows it. So, ideally each game’s personality is there when you’re about to launch that game, or when you’re going through the games, checking them out one by one. That is where I hope people spend 99% of their time on their Playdate, not changing their WiFi password. And that is where I like having each game provide its own stamp of personality.”",
5451,292.0,"""Chrono Regular""",There are also some fantastic surprise animations in the OS that were created by a company called Chromosphere.,
5452,293.0,"""Chrono Regular""","“So with the Playdate OS, there’s not a lot of it, if that makes sense,” says Neven. “The main things that you will see as you use it are that launcher, where you see all your games and launch them. You have the Settings app, which is kind of a bunch of, like, tables of text, where you change what kind of clock you want to see and you know, your WiFi network password, so the thing with the Settings app and the Menu is that they’re quite simple, and they don’t waste your time. That’s something that’s important to me, that when you’re trying to change your WiFi password, you are not being kind of sidetracked by a bunch of goofy animations, when you’re just trying to do this administrative task. That doesn’t mean that they have like no flavor whatsoever. For instance, when you launch the Settings app, it shows this little animation. You know, it goes from the launcher art to the app. That’s just because that launch takes some number of milliseconds to happen anyway, we might as well show you, you know, an animation, same thing with the Menu button. Dan Messing did this really nice little swipe of that menu when it happens. That kind of stuff does feel like personality, and like a little bit of a vibe to Playdate.”",
5453,294.0,"""Chrono Regular""","Almost as important as the visual feedback you get from using the crank to scroll through games, are the system’s audio cues that provide user feedback for various inputs. Playdate’s interface is full of delightful clicks and beeps, thanks to sound design by Simon Panrucker, who, along with Cabel Sasser, also composed the Playdate theme. You can hear the full song here. ",
5454,295.0,"""Chrono Regular""","So, yes, the interface design is vital, but of course it’s just one aspect of the overall look and feel of Playdate, with its one-bit black and white screen, the curious crank that flips out from the side, and its cheery yellow plastic case.",
5455,296.0,"""Chrono Regular""","“You see a lot of yellow,” Jessica admits. ",
5456,297.0,"""Chrono Regular""","“Panic has a long history of liking the colors yellow and purple,” says Neven. “They were right there in the icon of Transmit, one of our oldest apps. And we’ve always liked them. I think the reason we like them is, one, they’re like fun, summery colors, you know, that make you feel a little bit flashy. They’re also colors that most companies out there are, like, too cowardly to use in their branding. People move towards like blue, or red, you know, rather than, you know, purple or yellow or orange. When it came time to start talking about the color of the actual Playdate, I think the thing that informed the decision the most was the fact that Cabel had on his desk a Famicom disk.”",
5457,298.0,"""Chrono Regular""","The Famicom Disk System was an accessory for Nintendo’s family computer game system. It was only released in Japan, and used its own special floppy disk cartridges.",
5458,299.0,"""Chrono Regular""","“And those were that like exact bright, warm yellow,” says Neven. “And it’s also square about the size of a Playdate. And it’s also made of plastic. And so just sort of like spotting this thing on his desk, it’s like, ‘oh my God, it needs to be that yellow.’”",
5459,300.0,"""Chrono Regular""","“We’re really fond of an era of electronics, kind of in the 80s and in the early 90s, where things weren’t afraid to be colorful and kind of boxy and have weird proportions, or things being off-center,” says Cabel. “We kind of went from that era into, really, the iMac I guess ushered us into sort of a more refined version of that, which was everything is transparent plastic and, you know, fairly clean. And then it started to get cleaner and it started getting cleaner and then it’s like everything’s a rectangle that’s white, or you know, everything has rounded corners and is silver, and that seems to be where most things are today. So I think we are really looking back at— I mean, God, even the original Sport Walkman! That yellow Sport Walkman is so good. Sony really were sort of the masters of creating that kind of stuff, but I feel like that’s sort of the era and that’s what we wanted to be, was something that felt fun and cute and cool, and did not take itself too seriously. Because it’s weird how we went from the iMac, which most definitely didn’t take itself seriously. I mean it was like, you know candy purple and then there was the blue Dalmatian one or whatever and there was like, I mean, even, God, is there a computer that could be goofier than that sunflower hinged lamp iMac with that goofy rounded base and all that? You know, but it was cool and cute. That stuff’s just gone. But anyways, it’s a bummer because I kind of like it when things are goofy.”",
5460,301.0,"""Chrono Regular""","“Even though we tried some other colors, just sort of, you know, as tests, we just kept coming right back to that yellow, because it’s bright,” says Neven. “There’s not necessarily a console or even like a piece of consumer electronics that is canonically yellow. You know, if they offer a bunch of colors, eventually they might offer yellow, but it’s not something they rush to as like their original color. So I just felt like we could own this yellow, and we could feel so proud and happy to make a thing that is known for being yellow.”",
5461,302.0,"""Chrono Regular""","The box had to be yellow, too.",
5462,303.0,"""Chrono Regular""","“When you are receive your Playdate, it’ll come in its cool yellow box, which I hope you think is cool enough to keep. If not, I totally understand,” says Neven. “But if you decide to keep it, it’s sort of the size and shape of a book, so it’ll fit nicely on your bookshelf. You can just jam it in between two books. We originally wanted to put on the side, on the spine, the number ‘one,’ as in like ‘Season One of Playdate,’ but then we thought that would be cruel because, you know, if there’s a two and a three, it’s forcing people who are in the collector mindset to collect them all. And, you know, we don’t need to give people any more stress in their lives.”",
5463,304.0,"""Chrono Regular""","Yeah, no kidding. If you’ve listened this far, you’re probably understanding why this project has been such a massive undertaking for a fairly small software company—around twenty people when work on Playdate began, a little bigger now. We’ve gotten pretty deep into the story of Playdate without mentioning that microscopic elephant in the room: SARS-COV-2, the coronavirus that caused the global COVID-19 pandemic. You can probably see where I’m going with this.",
5464,305.0,"""Chrono Regular""","“Of all the things that we were mentally prepared for in trying to create our first hardware product… Yeah. Just like everybody on the planet, nobody could have foreseen what happened with COVID,” says Cabel. “Like all of the human beings that have gone through this and are continuing to go through this as we record this, you know, it was a one day at a time thing where all of a sudden it—you know, we’re like, ‘huh, this thing looks like it’s getting kind of serious. Hmm. Weird.’ I remember not understanding anything about it. I remember asking like, ‘wait, so am I…what’s wrong with going to the store?’ And like other people at Panic having to like, explain to me how a pandemic works. Feel kind of dumb in retrospect. Just with every passing day, things got a little bit more unusual and one day we’re like, ‘boy, I don’t think we should be going to the office anymore.’ Everybody grabbed their machines and, you know, we’re all just a hundred percent working from home remotely, and you know, there’s good and bad, but like, I think if you had told me that, in the final mile of creating this thing, you’re going to have to switch to working remotely, my instinct would have been, ‘that is a horrible idea and it will lead to absolute disaster.’ Clearly I am wrong. I would have been wrong, because it has not been that bad. I think we learned that we can do this, that we can be apart from each other and still creating something together and it’s not quite the same, but functionally, we just kept cranking and making things and working through the process. Then there’s the second part of it, which is the factory.”",
5465,306.0,"""Chrono Regular""","“Our factory in Malaysia did shut down for just a brief period of time earlier this year, maybe two or three weeks, it actually wasn’t very long,” says Greg. “But the biggest issue for us was the travel restrictions that Malaysia put in place. Just as we were about to start ramping up production, they required us to get special permission in order to enter the country. And we thought we could do that, but it wasn’t that easy. And the other thing was they required a two-week quarantine. Once you arrived, you had to stay in a hotel once you got there. And that just made us traveling there that much harder. Fortunately, our manufacturing consultant, Steven — he and his wife Jessica bravely and heroically decided to volunteer for this duty. That helped us out just tremendously. We needed somebody there when manufacturing was starting up to watch over quality, watch over the production methods, make sure everything was going well. And having them there in person just made all the difference for us.”",
5466,307.0,"""Chrono Regular""","“We basically had a surprise semester abroad,” laughs Jessica.",
5467,308.0,"""Chrono Regular""","In fact, she and Steven N. ended up staying in Malaysia for five months—in the middle of the pandemic.",
5468,309.0,"""Chrono Regular""","“So it took us six months just to get approval to come into the country, which—usually we just fly, get a landing visa, no problem. In the course of that six months, we were working with wonderful officials from the government, from the US side, from the Malaysia side, everyone working together to get us out there, but we’re flying fourteen hours, and we don’t know if we’re going to quarantine together. And we don’t know where we’re going to be, and we don’t know what the food is going to be. So we packed a huge suitcase with provisions and gin, and we arrived at the hotel and all the staff were in hazmat suits, and we were being carted around in these different cohorts. And finally we did, in fact, get to quarantine together in a small gray room run by the Malaysian government. But on the other side, we were finally able to get out to Penang, out to the factory, and there was a lot of movement control. We had to go to the police station regularly and get approval. We had roadblocks where we couldn’t pass between different areas, which was problematic for the whole process of vetting vendors, because there’s a vendor who’s supposed to make the screws and we can’t go and visit their factory and see what their quality is like. And so everything ended up being a bit elongated in that way. Restaurants were closed. Grocery stores were accessible, but we had to only stay within a certain area, or the police would stop us. So it made it a bit of an adventure.”",
5469,310.0,"""Chrono Regular""","“It was pretty grueling. I mean, it’s 45 minutes each direction to the factory and back,” says Steven N.",
5470,311.0,"""Chrono Regular""","“We were there somewhere between eight to twelve hours a day, depending on what the push was, and masks all day in the factory. We still weren’t vaccinated at that point, so we were nervous. The cases were better there than they were in the US at the time, but I don’t know, it was an adventure and we had no idea we were going to be there so long. Most trips when we go there are…we’re there a few weeks, maybe a month at the most. And then we come home and we unpack and we re-pack, and then we get situated to go out again. This time, we were there for five months.”",
5471,312.0,"""Chrono Regular""","“It really is kind of a trickle-down issue where we couldn’t go to the supplier side in most cases, because they were in a different district and we couldn’t travel to that district,” says Steven N. “Or if we could, we couldn’t go in without a negative COVID test. And then there were so many things that layered up on top of that. Even them getting things from their suppliers. So they’re, you know, getting raw materials, getting steel, getting paint, getting plastic resin, those things even gotten elongated. So it just, anytime we’d had one of those iterations where we said, well, this isn’t quite right, let’s make a design change, instead of taking a week like it normally does, that might take three weeks. On the electrical components, I think by now everyone’s heard about the chip shortage. And those are standard chips. They’re being made and being supplied to many people around the world. That’s just one aspect of kind of, the supply chain. In that case, it still is an ongoing challenge. You know, every day it’s some new vendor that’s extending their delivery deadlines and wanting to increase costs.”",
5472,313.0,"""Chrono Regular""","“It’s just made an already uncertain process — it’s added that much more uncertainty to it,” says Greg. “So parts of it did become really difficult to find this year. Any electronic part, strangely, is in short supply. It’s some of the obvious things like the screen and the CPU, but also things like the chip that controls the USB port, for example. They’re all difficult to come by now. All have lead times that stretch into the several, you know, six months, nine months sometimes. And so that’s been a real challenge. We have enough parts to build the first twenty- or thirty thousand Playdates. The tricky part is trying to build that twenty-thousand-and-first Playdate. That’s when we have to wait on some new parts to come in. And it would be easier if we had a clear forecast for how many Playdates to build, but we still have no idea how many customers out there want a Playdate. And so that’s made it really difficult to plan ahead, which is why the pre-orders are so important for us to figure out actually how many people want this. We did have to raise the price a little bit on Playdate, to make up for some of the cost increases that have taken place over the past year. Some of our parts have gone up by 20 or 30%, which is a pretty good increase. But also because of the part shortage, there’s sometimes an opportunity for us to get parts faster. If we offer more for them, say if a part is $3 and we can’t get it, we could say, ‘well, if we pay $4.50 for it, can we get them any sooner?’ And sometimes we can. So we wanted to both cover the cost increases, and make some room so we could pay for additional increases if it meant we would get parts sooner.”",
5473,314.0,"""Chrono Regular""","And, this won’t affect Playdate pre-orders, but: the factory did end up having to close again recently, for most of July 2021.",
5474,315.0,"""Chrono Regular""","“Our factory fully closed a couple of weeks ago, until the end of the month, which is a hundred percent the correct thing to do, but being so far away, you know, it’s hard,” says Cabel. “We want everybody there to be safe. I mean, God, for a second, we’re like, ‘can we help send vaccines to the factory?’ Like, you feel kind of powerless. I don’t want any of the incredible people that are building this product every day, to— certainly, making a Playdate is not worth being sick. And it’s hard to be so far removed from that situation and feel hopeless in being able to help them, but we know it’s a very good place to work and they definitely care about their workers. So I know they’re going to make the right decisions and look out for everybody’s wellbeing.”",
5475,316.0,"""Chrono Regular""","When you’re so far removed from factories and manufacturing, like most of us reading and writing this blog post are right now, it can be hard to remember that manufacturing is essentially a human process, and not very automated at all in most cases. There are no faceless robots assembling these Playdates. It’s a bunch of passionate, hardworking people at S&O.",
5476,317.0,"""Chrono Regular""","“S&O stands for Sharp and Onkyo. It’s co-owned by both of those companies,” explains Greg. “S&O is great— just incredibly helpful, incredibly enthusiastic, and very motivated to make our project succeed, which is a wonderful feeling.”",
5477,318.0,"""Chrono Regular""","“This is a factory that’s been open for decades, and most of the people who work there have been working there since they got out of school,” says Jessica. “So there’s this deep connection and a family sort of atmosphere. We have such a wonderful team and it is a human endeavor. It’s not just putting a widget in one end and having it squirt through a machine and then pop out all finished and ready to go. And we all have been working on this since 2016. It’s been an endeavor that the operators at the factory are invested in, as well. They’re excited. We were spending New Year’s Eve all together, getting the line in order and trying to get everything out and me shouting across to everyone: ‘OK, we have ten more! We have ten!’ And everyone excited and clapping. And all our time in Malaysia has helped us connect at an individual level, where I know Linda is the one at inspection, and Bala is the one on QA, and Vanni is the one at audio and everyone is working together, and that collaboration is wonderful.”",
5478,319.0,"""Chrono Regular""","With a project as big and complicated as Playdate has become, and all of the setbacks from manufacturing issues and pandemic delays, it’s easy to find yourself asking, ‘Why are we doing this? This is hard.’",
5479,320.0,"""Chrono Regular""","Greg is upbeat. “I think the biggest lesson I’ve learned is to not be discouraged by failure, because failure is really part of the process, especially with something this complicated. And the fact that we’re doing it for the very first time ever, we’re going to fail a lot of times while this is being developed. And it’s easy to get discouraged by that. And I definitely have been discouraged at some moments, but, you know, we’ve solved every problem we’ve hit so far, and I am hoping that we will continue to do so. I think we will.”",
5480,321.0,"""Chrono Regular""",Definitely. ,
5481,322.0,"""Chrono Regular""","Incredibly, through the upheaval of the pandemic, people have continued to make amazing games for Playdate. It’s been so cool to see Season One expand and change over time from the original concept—which was partly in response to the Netflix binge-watching culture that was emerging in the 2010s, where a new show would come out, but release all of its episodes at once.",
5482,323.0,"""Chrono Regular""","“People could binge-watch the entire new season of whatever it was, like ‘Arrested Development’ at the time, or something, like in one day. And a lot of people would do that. And, I sort of did that,” says Neven. ",
5483,324.0,"""Chrono Regular""","“Maybe not in one day, but over two or three days with some of these shows. And then we realized that we talked about these shows for two days, and that was it. They just like evaporated from the cultural conscience. And so we thought that there is something cool about the sort of weekly water cooler effect of having stuff that is delivered weekly. And so we thought, well, what if we have a season of games? So you get a game a week, which gives you a pace. So you’re not just like quickly trying to play 20 games and then maybe like not really giving a chance to a game because there were 19 others.”",
5484,325.0,"""Chrono Regular""","“I think there were a few things going on at once that led to sort of this idea,” says Cabel. “One, in the office, Neven and Greg had started doing this thing they called ‘Match Cut Movie Club,’ where you would show up to a movie theater for a movie or multiple movies, and you had no idea what the movie was going to be. You just had to trust that Neven and Greg have pretty good taste in movies, which they do. And the idea was that you roll in, you sit down and you just see where the screen takes you, that’s a very unusual concept in today’s modern times, where certainly with the arrival of the internet, nothing is a surprise anymore. I mean, every movie that comes out we’ve tracked for years, every video game, every inch of the development is revealed. We have a lot of information. So thinking about Match Cut Movie Club, I think it was probably part of the inspiration for Season One.”",
5485,326.0,"""Chrono Regular""","Greg recalls yet another source of inspiration for the “weekly surprise game” idea: “We thought back to what video games were like, kind of pre-internet. And how you didn’t know what was coming out next week. It just, you would go to the store and there was just a huge surprise shelf full of stuff that you didn’t even know was going to be there. And that’s the kind of experience we wanted to recreate, where you didn’t know what was coming next. And it was just a, you know, series of endless surprises.”",
5486,327.0,"""Chrono Regular""","“Even if not every game is a hit for them or not every game resonates with them, the feeling of ‘oh, there’s a new game today! I can’t wait to check it out.’ I just want people to have that feeling because it’s such a good feeling and I feel like as we go through life, it gets harder and harder to capture that feeling,” says Cabel. ",
5487,328.0,"""Chrono Regular""","“Initially we thought, well, maybe we’ll sell, you know, 10,000 Playdates,” says Greg. “We can pretty easily make all those, put them in a warehouse, ship them all out, get them to everybody. Everybody starts the season on the same day and plays the games and that all works great.”",
5488,329.0,"""Chrono Regular""","“The further down the road we got with Playdate, the more we realized Season One is not really compatible in any way with how things are manufactured,” says Cabel. “In our naive, beginning mind, we thought, well, we’ll make X number of Playdates and we’ll just ship them all to everybody. And then everybody gets all the games at the same time, at once. And that’s not really… Hmm, I’m going to say, possible.”",
5489,330.0,"""Chrono Regular""","“We think we might have more than 10,000 customers now,” says Greg. “We don’t know how many more, but it could be more, it could be a lot more. We can’t build and ship that many Playdates concurrently. It’s just not really feasible for us. So instead of having the model where everyone was playing the season at the same time, we switched to a model where the season starts at the moment you turn on your Playdate for the first time. Once that happens, you’ll get the first two games. And then every week after that, you’ll get two more games, for twelve weeks. And so everyone is on their own season schedule rather than on one coordinated, universal season schedule. It means that everybody has the same experience. Everybody has the experience of getting these games over time in the same order, same sequence and it’s just a more consistent and we hope more fun, approach for people who get their Playdates later in the year.” ",
5490,331.0,"""Chrono Regular""","Some people will get their Playdates at the same time, since they’ll be shipped in batches, but one cool way to experience the games of Season One might be to organize a sort of Playdate book club with your friends.",
5491,332.0,"""Chrono Regular""","“We’re going to have a lot of really cool games, and it’s only natural that you’ll want to play them with your friends,” says Greg. “And so if you and your friends want to sync up and decide to hold off on a certain game until a certain date and then play them together, either live, you know, over zoom, or just talk about them after they’re done, I think that sounds like a great idea.”",
5492,333.0,"""Chrono Regular""","“And the funny thing to me is that we thought it would be a struggle to get 10 games made for this,” says Neven. “So we started working on some of our own games and very cautiously approaching some people about making them. And now, you know, we sort of have the opposite problem, which is that so many people want to develop games for Playdate.”",
5493,334.0,"""Chrono Regular""","Panic originally planned to include twelve games in Season One, but have now doubled it, to twenty-four! ",
5494,335.0,"""Chrono Regular""","“There’s just so many amazing and different types of games that we had funded that it was just hard to not include,” says Arisa Sudangnoi, who handles Developer Relations for Playdate.",
5495,336.0,"""Chrono Regular""","“There’s some people that were just already part of the Playdate community that we ended up including in Season One. And one of the developers, Nick Magnier, had been in the early developer community, I guess, for Playdate. And so seeing his game in the community, we thought that the game was a pretty good fit.”",
5496,337.0,"""Chrono Regular""",Greg was thrilled to bring Arisa onto the Playdate team. ,
5497,338.0,"""Chrono Regular""","“Arisa came to us from Valve and she is our Developer Relations manager, meaning that she is in charge of communicating with all of our game developers about Playdate—what’s going on with us and finding out from our developers what they’re working on, what issues they’re having. And that’s key for a product like Playdate, because the 24 games that make up the season are really a huge part of the value of Playdate. And so we want to make sure those games are, are top notch and it’s a Arisa’s job to make sure that developers know what we’re doing and they’re informed about our schedule. So she’s on top of all that. And then also she’s taken on a bunch of other duties, like working on our warranty and our return policy. And it’s just been a huge help. She’s done a great job.”",
